"_id","nowfloor","destination","num"
"00173-16",16,12,4
"00173-17",17,3,11
"00173-18",18,16,10
"00173-19",19,17,6
"00173-20",20,5,7
"00173-21",21,15,9
"00173-22",22,21,7
"00173-23",23,26,8
"00173-24",24,4,11
"00173-25",25,6,14
"00173-26",26,9,3
"00173-27",27,19,3
"00174-01",1,5,14
"00174-02",2,21,11
"00174-03",3,26,10
"00174-04",4,14,8
"00174-05",5,27,4
"00174-06",6,19,3
"00174-07",7,10,8
"00174-08",8,7,3
"00174-09",9,11,11
"00174-10",10,24,10
"00174-11",11,25,9
"00174-12",12,20,13
"00174-13",13,18,6
"00174-14",14,1,7
"00174-15",15,6,3
"00174-16",16,9,8
"00174-17",17,13,3
"00174-18",18,16,12
"00174-19",19,2,12
"00174-20",20,12,9
"00174-21",21,8,13
"00174-22",22,4,4
"00174-23",23,3,7
"00174-24",24,23,8
"00174-25",25,22,10
"00174-26",26,15,3
"00174-27",27,17,14
"00175-01",1,5,10
"00175-02",2,17,12
"00175-03",3,18,5
"00175-04",4,7,4
"00175-05",5,2,13
"00175-06",6,20,7
"00175-07",7,14,3
"00175-08",8,15,8
"00175-09",9,6,4
"00175-10",10,4,6
"00175-11",11,12,12
"00175-12",12,23,13
"00175-13",13,16,11
"00175-14",14,1,14
"00175-15",15,25,10
"00175-16",16,9,5
"00175-17",17,21,12
"00175-18",18,24,5
"00175-19",19,11,4
"00175-20",20,8,6
"00175-21",21,27,4
"00175-22",22,10,10
"00175-23",23,3,7
"00175-24",24,19,13
"00175-25",25,22,14
"00175-26",26,13,7
"00175-27",27,26,4
"00176-01",1,11,8
"00176-02",2,5,14
"00176-03",3,20,6
"00176-04",4,17,4
"00176-05",5,3,3
"00176-06",6,15,11
"00176-07",7,16,3
"00176-08",8,13,4
"00176-09",9,12,13
"00176-10",10,22,14
"00176-11",11,1,11
"00176-12",12,19,10
"00176-13",13,23,8
"00176-14",14,7,10
"00176-15",15,8,11
"00176-16",16,26,8
"00176-17",17,25,7
"00176-18",18,14,4
"00176-19",19,21,13
"00176-20",20,18,5
"00176-21",21,6,6
"00176-22",22,9,5
"00176-23",23,24,4
"00176-24",24,10,5
"00176-25",25,4,3
"00176-26",26,27,11
"00176-27",27,2,3
"00177-01",1,23,10
"00177-02",2,19,10
"00177-03",3,12,12
"00177-04",4,6,13
"00177-05",5,10,5
"00177-06",6,14,7
"00177-07",7,21,13
"00177-08",8,22,5
"00177-09",9,18,7
"00177-10",10,4,7
"00177-11",11,1,11
"00177-12",12,8,7
"00177-13",13,2,8
"00177-14",14,26,9
"00177-15",15,17,5
"00177-16",16,27,13
"00177-17",17,16,12
"00177-18",18,11,7
"00177-19",19,9,10
"00177-20",20,13,13
"00177-21",21,5,13
"00177-22",22,7,3
"00177-23",23,3,8
"00177-24",24,25,14
"00177-25",25,20,9
"00177-26",26,15,9
"00177-27",27,24,3
"00178-01",1,9,3
"00178-02",2,17,8
"00178-03",3,2,3
"00178-04",4,23,11
"00178-05",5,16,3
"00178-06",6,20,3
"00178-07",7,18,6
"00178-08",8,15,6
"00178-09",9,8,11
"00178-10",10,21,13
"00178-11",11,22,13
"00178-12",12,24,12
"00178-13",13,5,4
"00178-14",14,25,3
"00178-15",15,19,8
"00178-16",16,10,11
"00178-17",17,27,10
"00178-18",18,12,7
"00178-19",19,13,14
"00178-20",20,3,14
"00178-21",21,14,8
"00178-22",22,7,11
"00178-23",23,6,14
"00178-24",24,4,10
"00178-25",25,1,9
"00178-26",26,11,4
"00178-27",27,26,9
"00179-01",1,13,7
"00179-02",2,3,8
"00179-03",3,23,4
"00179-04",4,8,7
"00179-05",5,24,4
"00179-06",6,10,4
"00179-07",7,9,12
"00179-08",8,15,11
"00179-09",9,6,6
"00179-10",10,12,9
"00179-11",11,21,3
"00179-12",12,16,13
"00179-13",13,20,3
"00179-14",14,18,14
"00179-15",15,2,10
"00179-16",16,17,11
"00179-17",17,27,6
"00179-18",18,26,8
"00179-19",19,7,11
"00179-20",20,5,4
"00179-21",21,1,11
"00179-22",22,19,10
"00179-23",23,14,13
"00179-24",24,4,8
"00179-25",25,11,6
"00179-26",26,22,6
"00179-27",27,25,5
"00180-01",1,7,4
"00180-02",2,5,11
"00180-03",3,21,4
"00180-04",4,1,14
"00180-05",5,24,6
"00180-06",6,2,14
"00180-07",7,13,14
"00180-08",8,17,10
"00180-09",9,16,7
"00180-10",10,19,6
"00180-11",11,22,6
"00180-12",12,6,9
"00180-13",13,27,3
"00180-14",14,26,7
"00180-15",15,18,5
"00180-16",16,15,6
"00180-17",17,12,7
"00180-18",18,11,10
"00180-19",19,14,10
"00180-20",20,23,4
"00180-21",21,4,14
"00180-22",22,20,6
"00180-23",23,25,9
"00180-24",24,9,3
"00180-25",25,3,14
"00180-26",26,8,5
"00180-27",27,10,14
"00181-01",1,11,6
"00181-02",2,25,9
"00181-03",3,22,14
"00181-04",4,10,7
"00181-05",5,1,10
"00181-06",6,26,5
"00181-07",7,24,9
"00181-08",8,7,14
"00181-09",9,19,7
"00181-10",10,23,7
"00181-11",11,15,14
"00181-12",12,9,4
"00181-13",13,3,3
"00181-14",14,27,10
"00181-15",15,18,9
"00181-16",16,17,13
"00181-17",17,14,7
"00181-18",18,6,9
"00181-19",19,2,7
"00181-20",20,12,5
"00181-21",21,13,8
"00181-22",22,21,3
"00181-23",23,5,3
"00181-24",24,20,11
"00181-25",25,8,10
"00181-26",26,16,11
"00181-27",27,4,12
"00182-01",1,9,9
"00182-02",2,8,3
"00182-03",3,23,7
"00182-04",4,27,11
"00182-05",5,4,13
"00182-06",6,11,10
"00182-07",7,6,6
"00182-08",8,13,10
"00182-09",9,1,13
"00182-10",10,22,11
"00182-11",11,10,12
"00182-12",12,15,4
"00182-13",13,19,4
"00182-14",14,18,5
"00182-15",15,26,14
"00182-16",16,12,13
"00182-17",17,16,9
"00182-18",18,21,12
"00182-19",19,25,4
"00182-20",20,24,4
"00182-21",21,7,3
"00182-22",22,2,12
"00182-23",23,3,13
"00182-24",24,5,7
"00182-25",25,17,3
"00182-26",26,20,4
"00182-27",27,14,5
"00183-01",1,12,8
"00183-02",2,7,6
"00183-03",3,9,13
"00183-04",4,25,6
"00183-05",5,16,7
"00183-06",6,18,7
"00183-07",7,21,4
"00183-08",8,20,13
"00183-09",9,17,4
"00183-10",10,5,6
"00183-11",11,14,11
"00183-12",12,4,6
"00183-13",13,1,5
"00183-14",14,15,11
"00183-15",15,19,11
"00183-16",16,8,6
"00183-17",17,10,11
"00183-18",18,6,8
"00183-19",19,13,3
"00183-20",20,23,11
"00183-21",21,26,6
"00183-22",22,3,6
"00183-23",23,24,4
"00183-24",24,27,10
"00183-25",25,11,8
"00183-26",26,22,8
"00183-27",27,2,8
"00184-01",1,19,12
"00184-02",2,17,5
"00184-03",3,1,8
"00184-04",4,21,4
"00184-05",5,7,11
"00184-06",6,10,4
"00184-07",7,4,14
"00184-08",8,26,10
"00184-09",9,12,7
"00184-10",10,15,12
"00184-11",11,22,11
"00184-12",12,2,8
"00184-13",13,9,12
"00184-14",14,24,13
"00184-15",15,18,14
"00184-16",16,5,9
"00184-17",17,13,3
"00184-18",18,20,13
"00184-19",19,3,7
"00184-20",20,6,11
"00184-21",21,14,6
"00184-22",22,25,6
"00184-23",23,11,3
"00184-24",24,8,11
"00184-25",25,23,11
"00184-26",26,27,11
"00184-27",27,16,14
"00185-01",1,5,8
"00185-02",2,25,7
"00185-03",3,14,6
"00185-04",4,3,13
"00185-05",5,12,12
"00185-06",6,10,12
"00185-07",7,21,3
"00185-08",8,18,12
"00185-09",9,1,11
"00185-10",10,23,4
"00185-11",11,22,6
"00185-12",12,13,7
"00185-13",13,11,3
"00185-14",14,16,4
"00185-15",15,8,12
"00185-16",16,17,6
"00185-17",17,26,7
"00185-18",18,27,6
"00185-19",19,2,14
"00185-20",20,9,12
"00185-21",21,24,13
"00185-22",22,15,14
"00185-23",23,19,12
"00185-24",24,20,4
"00185-25",25,4,13
"00185-26",26,6,12
"00185-27",27,7,14
"00186-01",1,21,5
"00186-02",2,25,13
"00186-03",3,24,8
"00186-04",4,1,9
"00186-05",5,3,10
"00186-06",6,19,13
"00186-07",7,10,5
"00186-08",8,17,9
"00186-09",9,27,14
"00186-10",10,18,3
"00186-11",11,20,9
"00186-12",12,7,7
"00186-13",13,23,7
"00186-14",14,15,8
"00186-15",15,11,3
"00186-16",16,12,10
"00186-17",17,5,9
"00186-18",18,14,3
"00186-19",19,22,9
"00186-20",20,26,14
"00186-21",21,4,8
"00186-22",22,9,10
"00186-23",23,6,11
"00186-24",24,2,5
"00186-25",25,16,8
"00186-26",26,13,11
"00186-27",27,8,14
"00187-01",1,25,10
"00187-02",2,4,14
"00187-03",3,22,10
"00187-04",4,15,10
"00187-05",5,13,10
"00187-06",6,24,6
"00187-07",7,2,9
"00187-08",8,5,14
"00187-09",9,14,3
"00187-10",10,3,14
"00187-11",11,6,9
"00187-12",12,26,13
"00187-13",13,16,10
"00187-14",14,17,11
"00187-15",15,12,5
"00187-16",16,9,6
"00187-17",17,11,8
"00187-18",18,20,6
"00187-19",19,21,3
"00187-20",20,1,3
"00187-21",21,19,3
"00187-22",22,7,13
"00187-23",23,27,9
"00187-24",24,10,11
"00187-25",25,8,13
"00187-26",26,18,13
"00187-27",27,23,14
"00188-01",1,16,10
"00188-02",2,26,14
"00188-03",3,22,3
"00188-04",4,17,12
"00188-05",5,11,5
"00188-06",6,13,8
"00188-07",7,20,10
"00188-08",8,25,7
"00188-09",9,19,9
"00188-10",10,9,4
"00188-11",11,27,14
"00188-12",12,14,3
"00188-13",13,23,7
"00188-14",14,21,5
"00188-15",15,7,8
"00188-16",16,5,4
"00188-17",17,4,7
"00188-18",18,1,6
"00188-19",19,3,12
"00188-20",20,15,8
"00188-21",21,8,5
"00188-22",22,10,3
"00188-23",23,24,12
"00188-24",24,6,13
"00188-25",25,2,4
"00188-26",26,12,10
"00188-27",27,18,7
"00189-01",1,25,12
"00189-02",2,15,14
"00189-03",3,2,10
"00189-04",4,13,5
"00189-05",5,9,4
"00189-06",6,16,8
"00189-07",7,1,12
"00189-08",8,3,12
"00189-09",9,22,3
"00189-10",10,4,12
"00189-11",11,24,13
"00189-12",12,7,7
"00189-13",13,18,8
"00189-14",14,12,8
"00189-15",15,27,9
"00189-16",16,17,4
"00189-17",17,21,6
"00189-18",18,5,4
"00189-19",19,26,9
"00189-20",20,10,8
"00189-21",21,6,11
"00189-22",22,20,7
"00189-23",23,14,6
"00189-24",24,23,12
"00189-25",25,19,14
"00189-26",26,11,4
"00189-27",27,8,11
"00190-01",1,18,7
"00190-02",2,3,14
"00190-03",3,20,13
"00190-04",4,25,7
"00190-05",5,2,6
"00190-06",6,27,3
"00190-07",7,19,7
"00190-08",8,12,7
"00190-09",9,22,6
"00190-10",10,1,8
"00190-11",11,24,12
"00190-12",12,5,11
"00190-13",13,11,9
"00190-14",14,4,11
"00190-15",15,16,12
"00190-16",16,23,5
"00190-17",17,14,13
"00190-18",18,13,14
"00190-19",19,9,8
"00190-20",20,26,5
"00190-21",21,10,7
"00190-22",22,7,11
"00190-23",23,15,3
"00190-24",24,21,11
"00190-25",25,6,4
"00190-26",26,8,3
"00190-27",27,17,7
"00191-01",1,4,6
"00191-02",2,3,5
"00191-03",3,12,9
"00191-04",4,18,7
"00191-05",5,20,5
"00191-06",6,11,11
"00191-07",7,13,4
"00191-08",8,19,12
"00191-09",9,6,13
"00191-10",10,21,9
"00191-11",11,9,11
"00191-12",12,23,14
"00191-13",13,22,4
"00191-14",14,2,5
"00191-15",15,1,11
"00191-16",16,24,7
"00191-17",17,14,10
"00191-18",18,8,8
"00191-19",19,27,10
"00191-20",20,16,3
"00191-21",21,15,4
"00191-22",22,5,4
"00191-23",23,25,9
"00191-24",24,26,10
"00191-25",25,10,12
"00191-26",26,7,10
"00191-27",27,17,7
"00192-01",1,2,5
"00192-02",2,8,6
"00192-03",3,22,10
"00192-04",4,23,11
"00192-05",5,11,10
"00192-06",6,26,5
"00192-07",7,17,6
"00192-08",8,10,11
"00192-09",9,12,12
"00192-10",10,13,11
"00192-11",11,15,6
"00192-12",12,20,12
"00192-13",13,19,11
"00192-14",14,18,4
"00192-15",15,6,12
"00192-16",16,3,13
"00192-17",17,1,7
"00192-18",18,5,10
"00192-19",19,27,5
"00192-20",20,4,14
"00192-21",21,24,7
"00192-22",22,25,11
"00192-23",23,21,12
"00192-24",24,9,14
"00192-25",25,7,10
"00192-26",26,14,4
"00192-27",27,16,3
"00193-01",1,19,3
"00193-02",2,5,11
"00193-03",3,20,11
"00193-04",4,26,5
"00193-05",5,22,6
"00193-06",6,25,4
"00193-07",7,2,8
"00193-08",8,3,14
"00193-09",9,12,12
"00193-10",10,1,4
"00193-11",11,13,8
"00193-12",12,11,3
"00193-13",13,7,14
"00193-14",14,16,10
"00193-15",15,27,13
"00193-16",16,18,12
"00193-17",17,8,9
"00193-18",18,14,6
"00193-19",19,21,10
"00193-20",20,9,9
"00193-21",21,23,10
"00193-22",22,17,5
"00193-23",23,10,9
"00193-24",24,6,6
"00193-25",25,15,12
"00193-26",26,4,6
"00193-27",27,24,8
"00194-01",1,21,6
"00194-02",2,12,11
"00194-03",3,9,13
"00194-04",4,1,14
"00194-05",5,24,12
"00194-06",6,27,7
"00194-07",7,10,7
"00194-08",8,19,8
"00194-09",9,5,10
"00194-10",10,18,4
"00194-11",11,23,7
"00194-12",12,22,9
"00194-13",13,26,14
"00194-14",14,13,13
"00194-15",15,14,5
"00194-16",16,20,3
"00194-17",17,6,14
"00194-18",18,8,3
"00194-19",19,11,10
"00194-20",20,2,10
"00194-21",21,17,14
"00194-22",22,15,5
"00194-23",23,25,10
"00194-24",24,16,10
"00194-25",25,7,10
"00194-26",26,3,12
"00194-27",27,4,10
"00195-01",1,9,13
"00195-02",2,23,5
"00195-03",3,15,4
"00195-04",4,20,3
"00195-05",5,22,12
"00195-06",6,5,6
"00195-07",7,26,13
"00195-08",8,17,9
"00195-09",9,25,14
"00195-10",10,18,10
"00195-11",11,6,6
"00195-12",12,13,10
"00195-13",13,14,7
"00195-14",14,27,8
"00195-15",15,8,14
"00195-16",16,1,11
"00195-17",17,24,10
"00195-18",18,2,7
"00195-19",19,3,8
"00195-20",20,12,6
"00195-21",21,4,8
"00195-22",22,21,9
"00195-23",23,11,10
"00195-24",24,19,5
"00195-25",25,7,10
"00195-26",26,10,6
"00195-27",27,16,5
"00196-01",1,14,8
"00196-02",2,6,10
"00196-03",3,15,5
"00196-04",4,22,9
"00196-05",5,3,12
"00196-06",6,23,12
"00196-07",7,13,12
"00196-08",8,10,4
"00196-09",9,26,9
"00196-10",10,18,3
"00196-11",11,9,12
"00196-12",12,7,5
"00196-13",13,11,10
"00196-14",14,5,7
"00196-15",15,1,6
"00196-16",16,25,12
"00196-17",17,12,4
"00196-18",18,19,11
"00196-19",19,27,14
"00196-20",20,16,9
"00196-21",21,2,11
"00196-22",22,8,7
"00196-23",23,24,10
"00196-24",24,21,9
"00196-25",25,20,12
"00196-26",26,17,3
"00196-27",27,4,7
"00197-01",1,3,4
"00197-02",2,1,13
"00197-03",3,11,3
"00197-04",4,17,9
"00197-05",5,24,13
"00197-06",6,4,12
"00197-07",7,19,14
"00197-08",8,7,5
"00197-09",9,21,14
"00197-10",10,6,13
"00197-11",11,25,12
"00197-12",12,23,8
"00197-13",13,8,9
"00197-14",14,18,3
"00197-15",15,16,6
"00197-16",16,27,10
"00197-17",17,15,6
"00197-18",18,14,9
"00197-19",19,22,11
"00197-20",20,2,3
"00197-21",21,20,13
"00197-22",22,10,13
"00197-23",23,5,14
"00197-24",24,13,3
"00197-25",25,12,10
"00197-26",26,9,9
"00197-27",27,26,11
"00198-01",1,15,13
"00198-02",2,23,6
"00198-03",3,14,11
"00198-04",4,6,14
"00198-05",5,11,11
"00198-06",6,17,5
"00198-07",7,5,14
"00198-08",8,9,11
"00198-09",9,24,7
"00198-10",10,1,13
"00198-11",11,20,11
"00198-12",12,21,3
"00198-13",13,8,12
"00198-14",14,19,7
"00198-15",15,3,6
"00198-16",16,12,14
"00198-17",17,18,5
"00198-18",18,2,4
"00198-19",19,26,3
"00198-20",20,7,7
"00198-21",21,4,11
"00198-22",22,16,12
"00198-23",23,10,12
"00198-24",24,13,5
"00198-25",25,22,14
"00198-26",26,27,14
"00198-27",27,25,5
"00199-01",1,8,8
"00199-02",2,17,5
"00199-03",3,7,13
"00199-04",4,5,7
"00199-05",5,20,13
"00199-06",6,13,8
"00199-07",7,21,3
"00199-08",8,23,5
"00199-09",9,24,4
"00199-10",10,26,12
"00199-11",11,16,8
"00199-12",12,22,4
"00199-13",13,1,5
"00199-14",14,27,14
"00199-15",15,14,8
"00199-16",16,19,5
"00199-17",17,10,11
"00199-18",18,2,7
"00199-19",19,11,12
"00199-20",20,18,6
"00199-21",21,6,9
"00199-22",22,4,4
"00199-23",23,3,5
"00199-24",24,12,13
"00199-25",25,15,6
"00199-26",26,9,6
"00199-27",27,25,3
"00200-01",1,13,12
"00200-02",2,23,11
"00200-03",3,17,6
"00200-04",4,20,6
"00200-05",5,10,10
"00200-06",6,11,4
"00200-07",7,24,7
"00200-08",8,15,5
"00200-09",9,25,8
"00200-10",10,6,4
"00200-11",11,16,5
"00200-12",12,21,13
"00200-13",13,27,12
"00200-14",14,8,12
"00200-15",15,26,4
"00200-16",16,9,4
"00200-17",17,12,7
"00200-18",18,4,11
"00200-19",19,22,8
"00200-20",20,2,14
"00200-21",21,3,8
"00200-22",22,1,5
"00200-23",23,18,12
"00200-24",24,5,12
"00200-25",25,19,14
"00200-26",26,7,7
"00200-27",27,14,10
"00201-01",1,13,7
"00201-02",2,26,5
"00201-03",3,6,11
"00201-04",4,9,4
"00201-05",5,10,5
"00201-06",6,7,13
"00201-07",7,23,5
"00201-08",8,12,4
"00201-09",9,15,11
"00201-10",10,11,4
"00201-11",11,22,5
"00201-12",12,14,3
"00201-13",13,3,12
"00201-14",14,24,8
"00201-15",15,20,4
"00201-16",16,1,6
"00201-17",17,4,11
"00201-18",18,8,12
"00201-19",19,2,3
"00201-20",20,17,13
"00201-21",21,25,11
"00201-22",22,18,6
"00201-23",23,5,13
"00201-24",24,27,6
"00201-25",25,16,14
"00201-26",26,19,6
"00201-27",27,21,11
"00202-01",1,4,7
"00202-02",2,17,14
"00202-03",3,27,6
"00202-04",4,26,8
"00202-05",5,8,3
"00202-06",6,19,9
"00202-07",7,3,10
"00202-08",8,18,5
"00202-09",9,23,6
"00202-10",10,21,13
"00202-11",11,10,11
"00202-12",12,15,12
"00202-13",13,9,6
"00202-14",14,25,13
"00202-15",15,20,12
"00202-16",16,7,14
"00202-17",17,13,13
"00202-18",18,24,14
"00202-19",19,14,9
"00202-20",20,5,3
"00202-21",21,11,6
"00202-22",22,12,6
"00202-23",23,6,4
"00202-24",24,2,12
"00202-25",25,22,8
"00202-26",26,16,10
"00202-27",27,1,14
"00203-01",1,17,6
"00203-02",2,1,6
"00203-03",3,6,7
"00203-04",4,8,11
"00203-05",5,26,5
"00203-06",6,11,8
"00203-07",7,24,7
"00203-08",8,21,4
"00203-09",9,15,14
"00203-10",10,14,11
"00203-11",11,12,12
"00203-12",12,16,5
"00203-13",13,27,4
"00203-14",14,9,12
"00203-15",15,25,14
"00203-16",16,20,6
"00203-17",17,4,7
"00203-18",18,2,3
"00203-19",19,23,12
"00203-20",20,22,3
"00203-21",21,19,6
"00203-22",22,5,4
"00203-23",23,3,7
"00203-24",24,18,8
"00203-25",25,10,5
"00203-26",26,7,7
"00203-27",27,13,7
"00204-01",1,8,13
"00204-02",2,3,5
"00204-03",3,17,6
"00204-04",4,18,7
"00204-05",5,9,10
"00204-06",6,14,13
"00204-07",7,26,3
"00204-08",8,21,3
"00204-09",9,4,10
"00204-10",10,27,3
"00204-11",11,20,13
"00204-12",12,1,4
"00204-13",13,16,6
"00204-14",14,13,5
"00204-15",15,10,12
"00204-16",16,22,3
"00204-17",17,25,4
"00204-18",18,23,14
"00204-19",19,11,8
"00204-20",20,2,9
"00204-21",21,5,6
"00204-22",22,6,9
"00204-23",23,24,14
"00204-24",24,15,14
"00204-25",25,19,10
"00204-26",26,7,6
"00204-27",27,12,5
"00205-01",1,11,13
"00205-02",2,4,6
"00205-03",3,1,8
"00205-04",4,7,11
"00205-05",5,12,10
"00205-06",6,27,11
"00205-07",7,8,5
"00205-08",8,24,8
"00205-09",9,22,7
"00205-10",10,3,4
"00205-11",11,19,14
"00205-12",12,13,3
"00205-13",13,25,10
"00205-14",14,10,11
"00205-15",15,5,10
"00205-16",16,9,7
"00205-17",17,14,9
"00205-18",18,6,7
"00205-19",19,17,9
"00205-20",20,18,8
"00205-21",21,23,5
"00205-22",22,21,6
"00205-23",23,15,13
"00205-24",24,2,6
"00205-25",25,26,8
"00205-26",26,16,3
"00205-27",27,20,11
"00206-01",1,15,14
"00206-02",2,3,14
"00206-03",3,16,7
"00206-04",4,21,10
"00206-05",5,6,13
"00206-06",6,27,13
"00206-07",7,8,8
"00206-08",8,5,4
"00206-09",9,17,14
"00206-10",10,20,12
"00206-11",11,12,6
"00206-12",12,14,7
"00206-13",13,1,5
"00206-14",14,10,6
"00206-15",15,18,5
"00206-16",16,11,10
"00206-17",17,22,6
"00206-18",18,24,9
"00206-19",19,2,12
"00206-20",20,4,8
"00206-21",21,23,13
"00206-22",22,7,11
"00206-23",23,13,9
"00206-24",24,26,4
"00206-25",25,19,4
"00206-26",26,9,7
"00206-27",27,25,9
"00207-01",1,22,12
"00207-02",2,7,9
"00207-03",3,8,13
"00207-04",4,27,10
"00207-05",5,9,11
"00207-06",6,4,3
"00207-07",7,24,6
"00207-08",8,17,11
"00207-09",9,19,9
"00207-10",10,20,9
"00207-11",11,26,3
"00207-12",12,14,10
"00207-13",13,6,10
"00207-14",14,13,5
"00207-15",15,2,4
"00207-16",16,5,7
"00207-17",17,3,4
"00207-18",18,1,10
"00207-19",19,21,14
"00207-20",20,12,4
"00207-21",21,15,3
"00207-22",22,25,4
"00207-23",23,11,5
"00207-24",24,10,13
"00207-25",25,23,9
"00207-26",26,16,10
"00207-27",27,18,8
"00208-01",1,6,14
"00208-02",2,3,4
"00208-03",3,8,12
"00208-04",4,14,10
"00208-05",5,9,14
"00208-06",6,24,5
"00208-07",7,25,7
"00208-08",8,15,4
"00208-09",9,1,3
"00208-10",10,4,7
"00208-11",11,16,13
"00208-12",12,13,13
"00208-13",13,12,3
"00208-14",14,20,13
"00208-15",15,18,12
"00208-16",16,2,12
"00208-17",17,27,11
"00208-18",18,21,14
"00208-19",19,17,14
"00208-20",20,26,6
"00208-21",21,11,11
"00208-22",22,5,3
"00208-23",23,22,8
"00208-24",24,23,14
"00208-25",25,10,13
"00208-26",26,7,3
"00208-27",27,19,6
"00209-01",1,19,14
"00209-02",2,18,11
"00209-03",3,17,5
"00209-04",4,20,14
"00209-05",5,23,10
"00209-06",6,14,11
"00209-07",7,3,14
"00209-08",8,5,12
"00209-09",9,16,12
"00209-10",10,26,13
"00209-11",11,13,14
"00209-12",12,2,8
"00209-13",13,21,5
"00209-14",14,22,10
"00209-15",15,1,12
"00209-16",16,27,12
"00209-17",17,7,11
"00209-18",18,24,6
"00209-19",19,12,4
"00209-20",20,10,13
"00209-21",21,8,6
"00209-22",22,6,3
"00209-23",23,25,9
"00209-24",24,15,3
"00209-25",25,11,11
"00209-26",26,4,9
"00209-27",27,9,5
"00210-01",1,4,3
"00210-02",2,5,4
"00210-03",3,11,6
"00210-04",4,14,13
"00210-05",5,8,12
"00210-06",6,23,8
"00210-07",7,2,8
"00210-08",8,1,9
"00210-09",9,21,14
"00210-10",10,6,6
"00210-11",11,25,9
"00210-12",12,18,3
"00210-13",13,7,4
"00210-14",14,19,9
"00210-15",15,27,14
"00210-16",16,26,13
"00210-17",17,3,9
"00210-18",18,17,11
"00210-19",19,13,10
"00210-20",20,24,14
"00210-21",21,22,12
"00210-22",22,16,4
"00210-23",23,15,5
"00210-24",24,9,4
"00210-25",25,10,10
"00210-26",26,12,6
"00210-27",27,20,6
"00211-01",1,2,10
"00211-02",2,24,7
"00211-03",3,14,4
"00211-04",4,27,9
"00211-05",5,22,11
"00211-06",6,19,3
"00211-07",7,15,8
"00211-08",8,16,10
"00211-09",9,5,4
"00211-10",10,6,13
"00211-11",11,20,8
"00211-12",12,13,3
"00211-13",13,18,5
"00211-14",14,25,14
"00211-15",15,9,5
"00211-16",16,1,5
"00211-17",17,3,12
"00211-18",18,11,5
"00211-19",19,10,9
"00211-20",20,7,12
"00211-21",21,26,14
"00211-22",22,23,4
"00211-23",23,12,5
"00211-24",24,17,14
"00211-25",25,4,14
"00211-26",26,8,10
"00211-27",27,21,11
"00212-01",1,22,14
"00212-02",2,19,4
"00212-03",3,5,10
"00212-04",4,9,14
"00212-05",5,23,6
"00212-06",6,11,9
"00212-07",7,3,11
"00212-08",8,4,6
"00212-09",9,16,14
"00212-10",10,17,3
"00212-11",11,6,14
"00212-12",12,10,9
"00212-13",13,8,9
"00212-14",14,18,12
"00212-15",15,27,11
"00212-16",16,13,3
"00212-17",17,21,11
"00212-18",18,15,6
"00212-19",19,25,3
"00212-20",20,7,11
"00212-21",21,26,8
"00212-22",22,12,5
"00212-23",23,24,13
"00212-24",24,1,9
"00212-25",25,20,11
"00212-26",26,2,11
"00212-27",27,14,9
"00213-01",1,24,11
"00213-02",2,23,10
"00213-03",3,9,13
"00213-04",4,5,3
"00213-05",5,2,12
"00213-06",6,15,10
"00213-07",7,12,12
"00213-08",8,11,14
"00213-09",9,20,14
"00213-10",10,6,14
"00213-11",11,4,7
"00213-12",12,25,11
"00213-13",13,19,3
"00213-14",14,21,5
"00213-15",15,17,9
"00213-16",16,22,3
"00213-17",17,7,11
"00213-18",18,26,13
"00213-19",19,8,6
"00213-20",20,1,11
"00213-21",21,10,7
"00213-22",22,18,14
"00213-23",23,3,3
"00213-24",24,27,6
"00213-25",25,14,14
"00213-26",26,16,5
"00213-27",27,13,5
"00214-01",1,3,11
"00214-02",2,7,12
"00214-03",3,23,9
"00214-04",4,22,14
"00214-05",5,14,10
"00214-06",6,19,13
"00214-07",7,8,13
"00214-08",8,13,10
"00214-09",9,6,12
"00214-10",10,9,13
"00214-11",11,16,13
"00214-12",12,18,8
"00214-13",13,26,8
"00214-14",14,2,12
"00214-15",15,21,8
"00214-16",16,4,3
"00214-17",17,1,10
"00214-18",18,27,13
"00214-19",19,25,10
"00214-20",20,12,7
"00214-21",21,10,4
"00214-22",22,20,6
"00214-23",23,5,10
"00214-24",24,15,5
"00214-25",25,17,8
"00214-26",26,11,12
"00214-27",27,24,8
"00215-01",1,7,14
"00215-02",2,1,10
"00215-03",3,14,14
"00215-04",4,20,12
"00215-05",5,21,9
"00215-06",6,8,14
"00215-07",7,18,11
"00215-08",8,13,8
"00215-09",9,22,4
"00215-10",10,19,3
"00215-11",11,17,8
"00215-12",12,15,5
"00215-13",13,11,7
"00215-14",14,2,11
"00215-15",15,10,5
"00215-16",16,23,3
"00215-17",17,26,3
"00215-18",18,24,7
"00215-19",19,5,8
"00215-20",20,27,14
"00215-21",21,4,10
"00215-22",22,3,14
"00215-23",23,6,7
"00215-24",24,25,13
"00215-25",25,9,7
"00215-26",26,16,6
"00215-27",27,12,6
"00216-01",1,23,11
"00216-02",2,19,9
"00216-03",3,22,3
"00216-04",4,13,4
"00216-05",5,21,5
"00216-06",6,11,5
"00216-07",7,2,12
"00216-08",8,25,13
"00216-09",9,17,14
"00216-10",10,15,8
"00216-11",11,9,13
"00216-12",12,10,4
"00216-13",13,24,8
"00216-14",14,18,12
"00216-15",15,1,3
"00216-16",16,4,7
"00216-17",17,12,4
"00216-18",18,8,10
"00216-19",19,7,8
